,item_no,embedding
10,BA5469,"[ 1.14481509e-01  5.02673760e-02 -1.41049773e-01 -1.30208999e-01
 -2.76215315e-01 -4.37682688e-01 -7.58730248e-02 -3.26855659e-01
  3.06282699e-01  8.30101520e-02  3.18282008e-01  1.56000286e-01
 -1.81658179e-01  2.30349749e-02  2.54686356e-01  5.36378860e-01
 -6.23392761e-02  2.14569122e-01  3.56309593e-01 -9.27076191e-02
 -1.21719778e-01 -1.89460516e-01  2.93517947e-01  1.15451343e-01
 -1.94199950e-01 -1.56817734e-01  4.01208162e-01 -3.54784355e-02
  2.59511799e-01 -2.51410335e-01 -1.47709519e-01  9.99909043e-02
  2.47965261e-01  2.45035261e-01  2.35118181e-01  2.06753492e-01
  5.88204861e-02  1.92346096e-01 -3.59719217e-01 -1.28723994e-01
 -1.16662532e-02  6.73865154e-02 -6.79879487e-02  4.19793665e-01
  1.80433899e-01 -7.96739459e-02  1.97458595e-01 -1.27259642e-01
  7.19606802e-02  8.92038718e-02 -4.92769629e-01 -2.89916635e-01
  2.17148811e-01 -1.28669679e-01 -1.26155257e-01 -2.94503391e-01
  4.90141250e-02 -2.34916657e-01  2.54069269e-01  7.67590851e-03
  1.76320553e-01 -4.38485920e-01 -3.00021559e-01 -2.40934163e-01
  1.62500009e-01  1.86632484e-01  1.90290064e-03  2.36362249e-01
 -2.94702172e-01  8.45128521e-02  2.14948043e-01  3.76801848e-01
  1.81040555e-01 -4.88962948e-01  1.20365895e-01  6.19638115e-02
  1.32156074e-01  1.72012687e-01  2.37638772e-01  9.02195796e-02
  1.28053278e-01  9.76739079e-02 -1.00684419e-01  2.13155299e-02
  4.84999642e-02 -4.45968807e-01 -2.51491487e-01  2.66480222e-02
 -8.78548622e-02  5.72833657e-01  1.47006691e-01  1.16884813e-01
  2.93027461e-01  2.12963998e-01 -2.35409215e-01  4.39161807e-01
 -6.82638511e-02  1.29880577e-01 -6.64442778e-01 -4.03002769e-01
 -1.00577056e-01  1.48625642e-01 -1.31197155e-01  2.42117137e-01
 -6.76251575e-02 -2.15285853e-01  4.38383520e-02  1.37796819e-01
  1.79957956e-01  1.36090040e-01 -3.66157472e-01 -2.47516632e-01
 -2.71415651e-01  5.34154356e-01  8.02418515e-02 -2.30569512e-01
  4.64893952e-02  2.52785534e-01  4.12640542e-01 -1.70998275e-04
 -2.10349470e-01 -4.51929629e-01 -5.42198896e-01 -3.25682878e-01
 -2.75550365e-01  1.61178336e-01  2.95761168e-01 -1.16652176e-02]"
11,DA9042,"[ 0.12889881  0.05011588 -0.03149702 -0.04628545 -0.23269764 -0.46593255
 -0.07534347 -0.29530972  0.30001807  0.04017591  0.10779136  0.00459284
 -0.15984726  0.00241128  0.37692428  0.40365684 -0.08570341  0.19061747
  0.1849715  -0.00290393 -0.1857728  -0.16535196  0.25548288  0.01235624
 -0.17860824 -0.1443487   0.3230347   0.02124439  0.24801838 -0.3855297
 -0.03105534  0.1376653   0.31392127  0.28217742  0.05891901  0.20977336
 -0.0133208   0.03280601 -0.3619668  -0.28277218  0.01739354  0.12738052
 -0.06091116  0.48370355  0.2007221  -0.00680265  0.26980954 -0.16450745
  0.0965551  -0.02803521 -0.5161154  -0.15607326  0.1006066  -0.13499238
 -0.08320601 -0.307445    0.06810465 -0.34177947  0.2498515   0.00749633
  0.10226087 -0.36589634 -0.22840232 -0.18995911  0.22863159  0.10677903
  0.07706174  0.16265652 -0.2445115   0.08650189  0.01018777  0.41730624
  0.16935027 -0.50697225  0.15573561  0.16476572  0.22027588  0.1289428
  0.2101587  -0.00573097  0.11019145  0.12547755 -0.11056314  0.14860058
  0.05274741 -0.3063356  -0.29136774  0.09739765 -0.23826124  0.6054377
  0.20925295  0.14236431  0.3579901   0.03787292 -0.31827313  0.3894028
 -0.03322354  0.18854746 -0.5508182  -0.29451612 -0.18955335  0.21174249
 -0.3062034   0.20697471 -0.06116132 -0.18700175  0.16720623 -0.04179176
  0.19040625  0.2568981  -0.2443889  -0.3224278  -0.18228148  0.5209044
  0.07902717 -0.20205283  0.04197025  0.11422208  0.26629892  0.06126407
 -0.1996674  -0.42251495 -0.42682624 -0.37126836 -0.31008524  0.11010842
  0.22744632 -0.00181862]"
12,BA4990,"[ 5.51919341e-02 -7.29889199e-02  7.36687481e-02 -2.73448288e-01
 -1.51805669e-01 -7.15699792e-01 -6.21405840e-02 -3.84182245e-01
  3.09180200e-01  2.80246347e-01  3.86239290e-01  1.29876941e-01
  1.56456605e-02 -2.91829228e-01  3.93108338e-01  5.59373975e-01
 -3.09964955e-01  5.21859407e-01  2.45160535e-01  8.34613144e-02
  1.30770653e-01 -2.40505278e-01  5.07105112e-01  2.79423863e-01
  5.43903075e-02 -1.06698029e-01  5.09448171e-01  2.78392434e-02
 -9.85405818e-02 -2.03871489e-01 -4.24948752e-01  3.83012056e-01
  1.73599109e-01  4.00170684e-05  4.31639135e-01  5.24039686e-01
 -2.90309221e-01  1.13662414e-01 -5.88017404e-01  6.38977885e-02
 -1.16064608e-01  2.65234709e-01 -4.09938395e-01  6.25288367e-01
  2.24411666e-01  8.91980529e-03  3.41986120e-01 -2.26877481e-01
  5.86528555e-02  8.41815844e-02 -4.79107946e-01  4.06011194e-02
  6.06612444e-01  1.67551264e-03 -7.14246780e-02 -6.92880452e-01
 -1.35873079e-01 -3.12390685e-01  2.38400489e-01 -2.90296108e-01
  3.26185673e-02 -5.92760205e-01 -4.07778174e-01 -1.43662691e-02
  2.75435746e-01  7.06334934e-02 -6.71222806e-03  2.90383220e-01
 -3.92842472e-01  6.96066022e-02  6.18048236e-02  1.64280146e-01
  5.01020849e-01 -3.56321931e-01 -2.01239586e-01 -7.23813027e-02
  2.95887738e-01 -3.00434738e-01  1.35364771e-01  3.43303680e-01
 -6.80733323e-02 -1.23027928e-01 -6.78765699e-02  1.13977708e-01
  1.95154369e-01 -1.82333678e-01 -5.67190051e-01  6.15960211e-02
  6.79726452e-02  4.16043639e-01  1.62878394e-01  1.18487582e-01
  3.41304779e-01  2.55443633e-01 -2.56260037e-01  5.29137313e-01
  3.03075723e-02 -9.76203233e-02 -4.06249821e-01 -7.19510913e-01
  2.31150612e-02  7.06919655e-02  1.37929916e-01  2.84617394e-01
  1.57794625e-01 -3.36830437e-01 -1.62523836e-01  3.77903610e-01
  1.40775666e-01  3.54961604e-02 -1.59774438e-01 -4.17892858e-02
 -4.79308307e-01  3.60285878e-01  3.51872474e-01 -1.14719324e-01
 -1.38072193e-01  4.30592775e-01  2.09494442e-01  3.49008411e-01
 -6.01005495e-01 -3.61851186e-01 -5.25939345e-01 -1.88419238e-01
 -8.21171403e-02  2.21807942e-01  3.84039521e-01 -1.28863558e-01]"
13,CA1284,"[ 0.12315561  0.14394045 -0.25685132 -0.05393203 -0.32479432 -0.36454672
 -0.06435346 -0.40012375  0.3454545   0.00356425  0.20122728  0.04984596
 -0.2537488   0.12649488  0.12023775  0.39864802  0.02870419  0.12606886
  0.37982392 -0.04736086 -0.36954147 -0.19918817  0.23652571 -0.01983563
 -0.35140237 -0.21211733  0.43254754 -0.05118915  0.38935965 -0.3071815
 -0.10695301 -0.00476296  0.26139736  0.40111482  0.18995124  0.12934378
  0.25873926  0.06432123 -0.29198766 -0.3297357   0.1080056  -0.0232131
  0.09560606  0.33457494  0.12936322 -0.16519699  0.05069746 -0.05306295
  0.03999663  0.06688876 -0.53890616 -0.44832045  0.02923274 -0.08589366
 -0.01066805 -0.08418567  0.04006336 -0.26058036  0.29519138  0.11630819
  0.33132154 -0.40110934 -0.33607826 -0.23021862  0.05226493  0.1405972
  0.0447518   0.14909571 -0.27179986  0.02037342  0.21419005  0.49469912
  0.11107029 -0.6466494   0.19383904  0.19412795  0.23822084  0.24711245
  0.24009442 -0.10668845  0.1401109   0.21993472 -0.05992044  0.02638939
 -0.07610983 -0.42628837 -0.21259835 -0.11390787 -0.18770373  0.5670373
  0.12774146  0.21873085  0.19533285  0.23464203 -0.3145803   0.39136413
 -0.03793632  0.33281204 -0.6506644  -0.21563262 -0.24186015  0.18825352
 -0.2672801   0.25938162 -0.18918467 -0.21864255  0.23692843  0.06712351
  0.173984    0.22206414 -0.4145739  -0.22016135 -0.15573463  0.5222823
 -0.02701946 -0.29880357  0.0987817   0.1573182   0.436195   -0.12978369
  0.01460227 -0.4678267  -0.59435594 -0.3563186  -0.38873005  0.11280362
  0.17091076  0.08717254]"
14,BA6468,"[ 0.05304375  0.06202488 -0.1449511  -0.14035907 -0.19928199 -0.3415767
 -0.11110073 -0.31390148  0.30607763  0.08216741  0.26177406  0.07147145
 -0.21789545  0.07298819  0.1535598   0.3776287   0.01916384  0.2555012
  0.31578165 -0.09509596 -0.2187684  -0.21757868  0.27617282  0.06951097
 -0.23685339 -0.0785089   0.37346056 -0.03647935  0.22531289 -0.2588584
 -0.14929694  0.066807    0.2121465   0.346567    0.1539823   0.19028041
  0.07170954  0.04579085 -0.2609601  -0.12201197  0.14525704  0.00252269
 -0.02341565  0.30970246  0.08115746 -0.07926436  0.15480958 -0.04828222
  0.00597806  0.00400688 -0.43487412 -0.26059538  0.19461542 -0.11379102
 -0.07577531 -0.16637944 -0.04684224 -0.12825212  0.21581244 -0.03709982
  0.18880017 -0.3562991  -0.27430522 -0.17023656  0.08499952  0.10665786
  0.04599994  0.18519273 -0.29861802  0.03912196  0.19822563  0.36326987
  0.1362039  -0.54290336  0.10873634  0.11365958  0.17749158  0.18507868
  0.19648889  0.04183005  0.08634758  0.13905577 -0.06949142  0.08326575
 -0.08347508 -0.40195525 -0.19618654 -0.0622847  -0.08774465  0.47412094
  0.14224789  0.1498102   0.17628613  0.20628142 -0.20531476  0.36545062
 -0.00956089  0.19350433 -0.5249774  -0.31611428 -0.2337774   0.08846758
 -0.10828666  0.28920984 -0.09047285 -0.23095614  0.11125756  0.16376203
  0.17759818  0.10657284 -0.2850112  -0.11786079 -0.15337531  0.40307534
  0.07229111 -0.14724818  0.03440228  0.21956298  0.37654603 -0.01363821
 -0.10391394 -0.38296643 -0.48423898 -0.30742037 -0.31203002  0.05358984
  0.22388256  0.01705679]"
15,BA4858,"[ 0.02195251  0.06476309 -0.13757807 -0.15682402 -0.23830536 -0.45358753
 -0.10533213 -0.31676635  0.2609196   0.13131714  0.31660303  0.11283293
 -0.13131252  0.00286953  0.24173188  0.46772984 -0.09234355  0.3099745
  0.3126886  -0.00429476 -0.14819302 -0.1574957   0.31532383  0.1521475
 -0.2025617  -0.0770817   0.36806232 -0.05648116  0.19095048 -0.24739176
 -0.19671187  0.13674203  0.16419865  0.22507593  0.23583533  0.2633047
  0.03723992  0.02909903 -0.3084197  -0.07127872  0.05542047  0.04991434
 -0.02661197  0.4070766   0.18178348 -0.08367133  0.1807956  -0.08112932
  0.0046012   0.01756577 -0.45857146 -0.20478077  0.24010181 -0.06356086
 -0.0558901  -0.23910396 -0.05898178 -0.27910012  0.20652749 -0.04930879
  0.15507257 -0.43950206 -0.33216748 -0.17788139  0.10146599  0.07047895
  0.0954311   0.16413447 -0.29811466 -0.01330993  0.11785928  0.28668576
  0.2916576  -0.4541876   0.03151371  0.04306     0.22747213  0.00530431
  0.14703134  0.07759544 -0.00620728  0.15161885 -0.0993146   0.05911307
 -0.02518581 -0.3274517  -0.33972606 -0.07042243 -0.0502505   0.41947463
  0.15167505  0.1421056   0.22440597  0.18363109 -0.30484402  0.42247236
 -0.01790629  0.14887574 -0.43468192 -0.39662102 -0.1393786   0.09375013
 -0.02458668  0.25881803 -0.07439286 -0.2823442   0.11220928  0.1850166
  0.21057338  0.07079598 -0.25530753 -0.07484851 -0.22487108  0.3580834
  0.13912544 -0.11067758 -0.04423667  0.19163841  0.2927132   0.04124743
 -0.187781   -0.36989105 -0.5076482  -0.24229223 -0.27961868  0.2019157
  0.25868094 -0.00426228]"
16,BA5804,"[ 0.03009227  0.1054112  -0.20921451 -0.09255582 -0.2271465  -0.33304977
 -0.02251436 -0.254624    0.31478012  0.04100321  0.21267363  0.12186251
 -0.19998327  0.09141665  0.09975418  0.39531168  0.04577351  0.17923915
  0.3461463  -0.0739857  -0.15086424 -0.2399356   0.1856618   0.0631221
 -0.22632763 -0.13475895  0.38150206 -0.05345101  0.24956769 -0.21761975
 -0.0622235   0.07879484  0.24826537  0.3290132   0.18065408  0.1504026
  0.10380483  0.10782068 -0.29686123 -0.14837605  0.04440489  0.04643117
 -0.00513652  0.28556132  0.11941528 -0.08534174  0.1674628  -0.10953636
  0.01602206  0.0324519  -0.42505884 -0.30988836  0.18058597 -0.09540114
 -0.10631806 -0.12831785  0.00896835 -0.16434728  0.17406055 -0.00512792
  0.21066788 -0.363985   -0.26782036 -0.15095922  0.13820598  0.14589944
  0.01722743  0.23876503 -0.27537912  0.05802125  0.13115713  0.32906684
  0.05484722 -0.5159952   0.11763821  0.1253118   0.12067655  0.23350787
  0.1782859   0.05034932  0.11429106  0.11348907 -0.02533986  0.02989709
 -0.03357671 -0.4382038  -0.18047936 -0.00194583 -0.12737294  0.5021684
  0.13303033  0.11411281  0.21271092  0.23576477 -0.22311711  0.33969277
 -0.03980247  0.154935   -0.6031346  -0.32719788 -0.14066137  0.12351722
 -0.1471864   0.27264643 -0.11305644 -0.2537992   0.1086886   0.09325703
  0.15306164  0.10350469 -0.30826998 -0.18709287 -0.13165203  0.38550022
  0.01605225 -0.20712098  0.08680386  0.21645704  0.33982417 -0.0611145
 -0.09982301 -0.35904917 -0.48659205 -0.28272092 -0.33144295  0.02619693
  0.17276858  0.01736584]"
17,BA5208,"[ 0.08719492  0.04998166 -0.17569333 -0.1307519  -0.30696607 -0.40591258
 -0.09949775 -0.3577192   0.27214843  0.12915963  0.2753281   0.13369659
 -0.22223654  0.02896808  0.19888446  0.50052977 -0.03715358  0.21909037
  0.27109832 -0.0400187  -0.25915486 -0.2162078   0.32676166  0.04626527
 -0.21840069 -0.08842454  0.41387188 -0.03547364  0.25581577 -0.21606669
 -0.1009213   0.09515544  0.22113682  0.31238937  0.19707195  0.2439641
  0.06710927  0.11784533 -0.3404451  -0.11906177  0.05651321  0.06467663
 -0.04769433  0.33177823  0.16118711 -0.0902687   0.19756497 -0.00350112
  0.05484971  0.03179787 -0.4775113  -0.31107712  0.19870336 -0.13891691
 -0.08323561 -0.21286558  0.00926383 -0.19661854  0.267297   -0.05838992
  0.18182844 -0.39894372 -0.27704003 -0.16826475  0.13316935  0.11864036
  0.05836245  0.18253306 -0.30558085  0.03166252  0.12816732  0.3246553
  0.19589064 -0.52333426  0.09762011  0.05529463  0.13249663  0.13776588
  0.17497396  0.06884161  0.06828214  0.21404055 -0.03436638  0.09392743
 -0.02652644 -0.3908441  -0.22595307 -0.04021876 -0.0681929   0.5212919
  0.15236905  0.1233813   0.2363216   0.16657019 -0.17407893  0.40178105
 -0.01555826  0.23900428 -0.57093966 -0.3915046  -0.19359517  0.10594157
 -0.12451067  0.27732158 -0.09638343 -0.24892285  0.12876384  0.18058732
  0.15444532  0.15687716 -0.3716242  -0.2025913  -0.24821043  0.41290337
  0.04740515 -0.1659658   0.00508332  0.21603402  0.4409023   0.01440278
 -0.1747269  -0.3664526  -0.5171076  -0.35946494 -0.33690917  0.15792444
  0.22750992 -0.07110327]"
18,BA5909,"[ 0.02686369  0.03868167 -0.13974607 -0.15272106 -0.23288086 -0.3977067
 -0.1240074  -0.31334317  0.3204584   0.10936583  0.29003572  0.14198455
 -0.20123309  0.04704785  0.15202528  0.47053984  0.0634844   0.28648302
  0.34567273 -0.08547445 -0.24467742 -0.30000725  0.33863223  0.092016
 -0.28186604 -0.1331248   0.44079143 -0.02793498  0.27218717 -0.19323632
 -0.14472398  0.11024907  0.21729831  0.3765338   0.22039118  0.28006577
  0.11236868  0.0663877  -0.32941163 -0.13581815  0.16855651  0.01258686
 -0.02447292  0.36445552  0.10313916 -0.10909627  0.17737155 -0.07759193
  0.01743781  0.03772936 -0.46999878 -0.33441824  0.26037753 -0.09633496
 -0.08516103 -0.21206056 -0.04948288 -0.18130678  0.23241293 -0.09024066
  0.1957756  -0.4027353  -0.28825048 -0.18227154  0.14186752  0.1296399
  0.04291037  0.21872213 -0.32889938  0.03331061  0.19649449  0.3879761
  0.14029992 -0.6213465   0.08076572  0.14741674  0.17274964  0.15855822
  0.20134017  0.10051368  0.1073086   0.16005531 -0.07065344  0.04156545
 -0.08570188 -0.43909478 -0.19554949 -0.06914652 -0.07545794  0.51804763
  0.20611131  0.1362771   0.18199256  0.23685211 -0.23146185  0.39608097
 -0.00259444  0.23722357 -0.58747274 -0.363765   -0.26994738  0.08927274
 -0.06367282  0.3291146  -0.1352123  -0.2646073   0.08263597  0.17739123
  0.16179189  0.07891326 -0.3062207  -0.180588   -0.20224829  0.45337665
  0.06012955 -0.15098268  0.03609895  0.24217322  0.40184835 -0.00159685
 -0.13707301 -0.4120307  -0.54900944 -0.32995045 -0.36253732  0.07890347
  0.23853523 -0.04433926]"
19,BA5962,"[ 4.61544544e-02  4.00483906e-02 -5.87117225e-02 -2.49620736e-01
 -2.45380759e-01 -5.21705210e-01 -1.16290525e-01 -3.14853668e-01
  2.70638645e-01  1.80058181e-01  3.41233909e-01  1.49515420e-01
 -4.59169969e-02 -2.40686387e-02  3.01370412e-01  6.06283426e-01
 -1.84832156e-01  4.25847352e-01  2.65868902e-01 -2.21948344e-02
  4.82760370e-04 -2.37222016e-01  3.55240166e-01  1.56528771e-01
 -1.65607691e-01 -1.76914260e-01  3.84104609e-01 -3.19570675e-02
  1.70932323e-01 -1.07373632e-01 -2.55462110e-01  2.05921680e-01
  1.79429308e-01  1.37967393e-01  3.00713778e-01  3.63546431e-01
 -1.67429447e-01  1.47536308e-01 -4.03635681e-01 -5.11922985e-02
 -2.15806812e-02  1.97436661e-02 -1.59687966e-01  4.18533832e-01
  1.71856359e-01  3.19444239e-02  2.36800417e-01 -2.04026327e-02
  9.33573022e-02  1.71423107e-01 -4.41679597e-01 -1.16608351e-01
  3.03401440e-01 -4.77630571e-02 -9.62280482e-02 -3.79426360e-01
 -1.12885721e-01 -2.96497941e-01  2.64183253e-01 -1.51280433e-01
  6.98443353e-02 -5.50801396e-01 -4.34706092e-01 -7.99612105e-02
  1.44140244e-01  1.41564161e-01  9.50321555e-04  2.44986832e-01
 -4.04547632e-01  1.78529136e-02  9.45935622e-02  1.52109593e-01
  3.74203473e-01 -4.30970818e-01 -8.08947086e-02  3.23597863e-02
  2.93357432e-01 -1.03253536e-01  1.96674258e-01  1.89240113e-01
  7.14298710e-03  5.89591637e-02 -1.89271346e-02  4.30612862e-02
  5.27284183e-02 -2.59306222e-01 -3.58596832e-01 -1.39995813e-02
 -3.45703177e-02  4.05676275e-01  2.49075085e-01  7.81126767e-02
  2.25354612e-01  2.57758319e-01 -1.85454249e-01  4.63697076e-01
  1.31375492e-02  9.93586704e-02 -4.82674718e-01 -5.25410533e-01
 -1.62925273e-01  4.45466563e-02  1.27182111e-01  2.93429911e-01
 -2.60840654e-02 -3.32289755e-01  2.13387907e-02  2.06057966e-01
  2.03414157e-01  1.49874106e-01 -2.12075934e-01 -1.13011889e-01
 -4.63126242e-01  3.87246430e-01  2.00374633e-01 -5.24648055e-02
 -5.04303202e-02  3.01077783e-01  3.22266668e-01  1.27519459e-01
 -3.45890015e-01 -3.11134696e-01 -5.58272243e-01 -2.06525385e-01
 -2.12774351e-01  1.91667169e-01  3.01306456e-01 -1.07821837e-01]"
20,BA5826,"[-0.01153084  0.05391243 -0.04244285 -0.08853476 -0.15970355 -0.30995417
 -0.0701396  -0.22812513  0.31320006 -0.00462208  0.2833265   0.02955794
 -0.18120632 -0.07684637  0.28285733  0.4827008  -0.21910861  0.24368393
  0.2039593  -0.00064794 -0.10898438 -0.09057055  0.18828776  0.1232964
 -0.12215131 -0.0913301   0.33468544 -0.01370736  0.16763654 -0.19683906
 -0.12866329  0.14375451  0.29552603  0.2457942   0.077392    0.18887004
 -0.03904964  0.16213706 -0.314305   -0.13962662 -0.05335927  0.11285696
 -0.04497629  0.43866035  0.1456086  -0.10868183  0.192827   -0.09357329
  0.12865847  0.03304341 -0.3559124  -0.16966076  0.14526603 -0.10524008
 -0.06017618 -0.21759303  0.00769214 -0.19368953  0.27989104 -0.0479123
  0.16125192 -0.34955466 -0.22682303 -0.20502558  0.18904531  0.01039887
  0.07795623  0.16219449 -0.2905978   0.13812709  0.06718336  0.25634205
  0.22051609 -0.38203484  0.06352811  0.05764629  0.19059378 -0.03430762
 -0.00825398  0.12596157 -0.02651145  0.1134796  -0.06458214  0.11326922
  0.04360258 -0.3058769  -0.32890978  0.08527281 -0.1978151   0.46222538
  0.14701265 -0.00791281  0.32449412  0.14759067 -0.20584843  0.33488455
 -0.05675869  0.14713547 -0.5073193  -0.34380695 -0.0270222   0.17829701
 -0.14612031  0.17789236 -0.07534859 -0.15898986  0.0247299   0.13438228
  0.20842735  0.1395807  -0.26366362 -0.18420762 -0.2636828   0.33755434
  0.17273715 -0.15606573 -0.10354514  0.29934156  0.17623624  0.09452423
 -0.2213848  -0.32832012 -0.4272565  -0.3204347  -0.2265064   0.13050278
  0.1679122   0.03048484]"
21,CA1737,"[ 0.06798588  0.1514689  -0.18639001 -0.0884928  -0.32473722 -0.53447413
  0.0063328  -0.35524017  0.28522515 -0.05239165  0.2980704   0.09964254
 -0.10784937 -0.00605635  0.26766068  0.5721153  -0.14030322  0.16508254
  0.3094254  -0.09979223 -0.2248888  -0.22171852  0.37289363  0.13308877
 -0.19364387 -0.19080165  0.4766993  -0.04470241  0.18888661 -0.21657628
 -0.12326316  0.09577735  0.23075323  0.23350284  0.23259425  0.2505203
  0.04981671 -0.02734886 -0.30333024 -0.21141386  0.06673598  0.08846639
 -0.03212578  0.39250362  0.11334272 -0.17816323  0.2194446  -0.15949342
  0.06457523  0.14161947 -0.59910244 -0.25609702  0.25573286 -0.03996022
 -0.09004891 -0.19493736 -0.02884179 -0.3184265   0.22694331  0.01036342
  0.23971394 -0.45933294 -0.34175777 -0.08479191  0.21091981  0.11521731
  0.12237031  0.17010531 -0.26680505  0.08791638  0.1816469   0.31259024
  0.19074243 -0.45613194  0.17767197  0.03727954  0.17617083  0.01106492
  0.13988289  0.02996378  0.11406496  0.11706739  0.01088278  0.00940315
  0.06154739 -0.35295007 -0.35831493 -0.01504753 -0.15870775  0.50871646
  0.1481241   0.15155321  0.25379598  0.2625826  -0.2500162   0.36475992
  0.01093372  0.11099503 -0.5989131  -0.44869402 -0.08343542  0.03062133
 -0.19402152  0.2947688  -0.10572943 -0.24910529  0.16777733  0.1617094
  0.1420872   0.21453832 -0.36249864 -0.20596796 -0.28458256  0.44766706
  0.06480499 -0.30764812  0.0128861   0.20563364  0.3046454   0.06452756
 -0.22344673 -0.5265442  -0.5489429  -0.24976653 -0.23460482  0.1667345
  0.2710453  -0.07426117]"
22,CA1584,"[ 9.0211347e-02  1.5052173e-01 -6.5622762e-02 -9.2068821e-02
 -2.3687476e-01 -4.5035726e-01 -1.3079387e-01 -3.5391980e-01
  2.8786629e-01  2.5653966e-02  2.1568751e-01  1.2238511e-01
 -1.4078933e-01  6.4686157e-02  2.1356785e-01  5.4368174e-01
  7.1270131e-03  2.6989204e-01  3.6514872e-01 -7.4269034e-02
 -1.6206403e-01 -2.8406861e-01  2.9729545e-01  9.3107782e-02
 -2.5653517e-01 -1.1468583e-01  4.4826370e-01  8.0194771e-03
  2.7923483e-01 -2.5769135e-01 -1.6544713e-01  1.9254889e-01
  1.7354253e-01  3.3457386e-01  2.2663489e-01  2.7291209e-01
  1.4201158e-01  2.9176110e-02 -3.3852541e-01 -2.0543596e-01
  2.9241547e-02  7.0896007e-02 -5.3056285e-02  3.7609455e-01
  2.1849394e-01 -7.9215676e-02  1.6415247e-01 -1.4755130e-01
  1.0617431e-01  9.2297114e-02 -4.7419137e-01 -2.9001158e-01
  2.3220682e-01 -4.9570620e-02 -7.4589983e-02 -3.1973535e-01
 -4.2438492e-02 -3.0624020e-01  2.1295878e-01  4.0503219e-04
  2.4024564e-01 -4.1246933e-01 -3.6862135e-01 -1.8967056e-01
  1.0600626e-01  2.0111090e-01  6.1395861e-02  2.3011521e-01
 -3.1670821e-01  5.7876632e-02  1.6135919e-01  2.8476703e-01
  1.7645591e-01 -5.2707416e-01  1.4933461e-01  7.6022498e-02
  1.3694513e-01  1.2180702e-01  2.5553304e-01  6.3898727e-02
  7.3092520e-02  9.7996339e-02 -1.4138579e-01  6.8285063e-02
  2.0188142e-02 -3.5533825e-01 -2.2820967e-01 -8.5006192e-02
 -1.2924446e-01  5.4994094e-01  2.1739608e-01  1.8206565e-01
  1.9548917e-01  3.7433341e-01 -3.0755720e-01  4.4152015e-01
 -3.4034774e-02  2.0252445e-01 -6.6818982e-01 -4.0601602e-01
 -2.0616883e-01  1.9921350e-01 -1.1089162e-01  2.6862168e-01
 -6.9379084e-02 -3.1855315e-01  9.3522578e-02  9.5806949e-02
  1.7529927e-01  1.6163309e-01 -2.5194526e-01 -1.8495473e-01
 -2.1250209e-01  4.7052109e-01  4.5166954e-02 -1.5666771e-01
  4.3092184e-03  1.9411059e-01  3.9901903e-01 -3.2831654e-03
 -9.8615728e-02 -4.7797149e-01 -5.1058221e-01 -3.7921900e-01
 -2.9678690e-01  1.0566658e-01  3.0429369e-01 -3.0242652e-02]"
23,BA5530,"[ 0.1649846   0.11307157 -0.23549423 -0.06571512 -0.2928901  -0.27568275
 -0.06051119 -0.23505886  0.31928837 -0.01110863  0.15243664  0.01567272
 -0.24404329  0.20292172  0.1772255   0.36229023  0.04488578  0.11588932
  0.33186996 -0.14717987 -0.3234353  -0.19072607  0.16124585 -0.05802103
 -0.3622912  -0.1164561   0.36357445 -0.13382345  0.36715138 -0.31427485
 -0.00276092 -0.07887939  0.21444236  0.4568924   0.14491189  0.09499399
  0.30151063 -0.05361296 -0.33188647 -0.31946453  0.13206492 -0.04099976
  0.22316037  0.29773137  0.1645861  -0.17037463  0.083344   -0.04115651
 -0.05514202 -0.09103379 -0.51376706 -0.5040728  -0.00451347 -0.05063528
 -0.07351796  0.01274041 -0.00995686 -0.17600197  0.14926477  0.17888865
  0.335523   -0.38276798 -0.24152485 -0.20863134  0.04341706  0.1428023
  0.13757366  0.18146706 -0.17547148  0.0850601   0.10071054  0.49905223
  0.06041748 -0.60283667  0.3084828   0.13756397  0.07583622  0.3354602
  0.16447037 -0.11432476  0.16183251  0.17609274 -0.09527986  0.1434836
 -0.13286185 -0.47293139 -0.08585832 -0.08759469 -0.2621044   0.5385271
  0.15837952  0.1953959   0.17734224  0.22987548 -0.325253    0.34686446
 -0.06575774  0.31502604 -0.6303642  -0.08696584 -0.25605604  0.18425095
 -0.30900714  0.2145336  -0.27079108 -0.2439756   0.3141405   0.039926
  0.11828931  0.1815087  -0.41878515 -0.19772416 -0.05364621  0.32775733
 -0.04186549 -0.25978684  0.13375282  0.05984461  0.42980552 -0.1447779
  0.08854555 -0.43549114 -0.44046703 -0.39899844 -0.3835277   0.02379521
  0.10608269  0.12297761]"
