head_label,tail_label,head_name,tail_name
AB16029,CA2447,上身,下身
AB16029,DA8973,上身,下身
AB16029,DA9039,上身,下身
AB16029,BA6502,上身,下身
AB16029,DA9044,上身,下身
AB16029,BA6646,上身,下身
AB16029,DA8894,上身,下身
AB16029,DA9009,上身,下身
AB16029,CA2451,上身,下身
AB16029,BA6644,上身,下身
AB16029,DA8951,上身,下身
AB13957,CA2195,上身,下身
AB13957,CA2492,上身,下身
AB13957,DA9045,上身,下身
AB13957,BA2952,上身,下身
AB13957,DA9068,上身,下身
AB13957,CA2559,上身,下身
AB13957,CA2467,上身,下身
AB13957,CA2437,上身,下身
AB13957,CA2449,上身,下身
AB13957,DA8980,上身,下身
AB13957,CA2540,上身,下身
AB13957,BA6548,上身,下身
AB13957,DA9094,上身,下身
AB13957,BA6565,上身,下身
AB13957,DA9017,上身,下身
AB13957,DA9026,上身,下身
AB13957,CA2498,上身,下身
AB13957,BA6532,上身,下身
AB13957,BA6520,上身,下身
AB13957,CA2162,上身,下身
AB13337,BA2952,上身,下身
AB13337,DA9094,上身,下身
AB13337,CA2559,上身,下身
AB13337,CA2449,上身,下身
AB13337,DA9045,上身,下身
AB13337,CA2467,上身,下身
AB13337,CA2162,上身,下身
AB13337,BA6565,上身,下身
AB13337,DA9068,上身,下身
AB13337,CA2437,上身,下身
AB13337,CA2492,上身,下身
AB13337,BA6532,上身,下身
AB13337,BA6520,上身,下身
AB13337,BA6548,上身,下身
AB13337,CA2498,上身,下身
AB13337,CA2433,上身,下身
AB13337,DA9017,上身,下身
AB13337,BA6511,上身,下身
AB13337,CA2540,上身,下身
AB13337,DA9026,上身,下身
AB3557,BA6434,上身,下身
AB3557,CA2498,上身,下身
AB3557,CA2453,上身,下身
AB3557,CA2540,上身,下身
AB3557,CA2433,上身,下身
AB3557,BA6565,上身,下身
AB3557,CA2559,上身,下身
AB3557,CA2437,上身,下身
AB3557,CA2162,上身,下身
AB3557,DA9017,上身,下身
AB3557,BA2952,上身,下身
AB3557,CA2449,上身,下身
AB3557,DA9094,上身,下身
AB3557,CA2467,上身,下身
AB3557,BA6548,上身,下身
AB3557,DA9045,上身,下身
AB3557,BA6520,上身,下身
AB3557,BA6518,上身,下身
AB3557,DA9068,上身,下身
AB3557,DA8980,上身,下身
AB14516,BA6434,上身,下身
AB14516,CA2453,上身,下身
AB14516,BA6570,上身,下身
AB14516,CA2540,上身,下身
AB14516,BA6518,上身,下身
AB14516,CA2498,上身,下身
AB14516,CA2437,上身,下身
AB14516,DA9094,上身,下身
AB14516,BA6565,上身,下身
AB14516,CA2559,上身,下身
AB14516,CA2433,上身,下身
AB14516,DA9017,上身,下身
AB14516,BA2952,上身,下身
AB14516,CA2449,上身,下身
AB14516,DA9068,上身,下身
AB14516,CA2467,上身,下身
AB14516,CA2526,上身,下身
AB14516,CA2162,上身,下身
AB14516,BA6520,上身,下身
AB14516,BA6532,上身,下身
AB5780,BA5326,上身,下身
AB5780,BA5369,上身,下身
AB5780,BA5934,上身,下身
AB5780,BA5434,上身,下身
AB5780,BA6510,上身,下身
AB5780,DA8973,上身,下身
AB5780,DA8951,上身,下身
AB5780,BA6646,上身,下身
AB5780,CA2447,上身,下身
AB5780,BA6400,上身,下身
AB5780,BA6429,上身,下身
AB5780,DA9039,上身,下身
AB5780,BA6446,上身,下身
AB5780,BA6644,上身,下身
AB5780,DA8894,上身,下身
AB5780,DA8995,上身,下身
AB5780,BA6526,上身,下身
AB5780,DA9073,上身,下身
AB5780,CA2436,上身,下身
AB5780,BA6568,上身,下身
AB9559,CA1996,上身,下身
AB9559,CA2306,上身,下身
AB9559,BA5541,上身,下身
AB9559,CA2043,上身,下身
AB9559,CA2447,上身,下身
AB9559,DA8995,上身,下身
AB9559,DA9039,上身,下身
AB9559,DA8973,上身,下身
AB9559,BA6646,上身,下身
AB9559,BA6644,上身,下身
AB9559,DA9168,上身,下身
AB9559,DA8951,上身,下身
AB9559,BA6502,上身,下身
AB9559,CA2470,上身,下身
AB9559,BA6446,上身,下身
AB9559,DA8894,上身,下身
AB9559,BA6429,上身,下身
AB9559,BA6400,上身,下身
AB9559,BA6526,上身,下身
AB9559,BA6411,上身,下身
EA3092,BA6505,上身,下身
EA3092,CA2503,上身,下身
EA3092,CA2532,上身,下身
EA3092,CA2499,上身,下身
EA3092,BA6436,上身,下身
EA3092,BA6553,上身,下身
EA3092,CA2525,上身,下身
